,Name,Year,Height,Hometown/HS,Team,mu,sigma
579,Nora Buvarp Lavik,Sr,6'3,"Tonsberg, Norway",USF,25.0,8.33333333333
580,Pi'ikea Clemens,Fr,,"Kailua, Hi",USF,14.7687180646,4.93323342159
581,Sabrina Blackwell,GS,,"San Jose, Ca",USF,17.567249026,4.17151536999
582,Shannon Levinson,So,5'3,"Los Angeles, Ca",USF,12.360124665,4.69975402133
583,Trish Koutsoukos,So,5'7,"Sydney, Aus",USF,18.4483175405,6.88613791666
584,Breann Robinson,Sr,6'0,"Jamestown, Ca",San Jose State University,20.9766956495,3.78303586359
585,Ciara Reistad,Sr,5'7,"La Quinta, Ca",San Jose State University,19.9689439553,3.44619512773
586,Fernanda Vido,R-So,5'10,"Belo Horizonte, Brazil",San Jose State University,23.8383362372,7.38342267934
587,Giulia Gavio,Jr,6'0,"Rio de Janeiro, Brazil",San Jose State University,25.0,8.33333333333
588,Hayley Sturgeon,Jr,6'2,"Mountain View, Ca",San Jose State University,19.5319157093,4.88023462868
589,Jamie Hirai,Sr,5'7,"Honolulu, Hi",San Jose State University,22.3078693869,3.76254140545
590,Julia Golbeck,Jr,6'0,"Sugar Grove, Ill",San Jose State University,19.9689439553,3.44619512773
591,Kaitlynn Zdroik,So,5'9,"Brentwood, Ca",San Jose State University,20.8252557026,4.22769309863
592,Laura  Parts,So,6'2,"Parnu, Estonia",San Jose State University,23.9981105064,3.97010138678
593,Luiza Andrade,Jr,5'5,"Rio de Janeiro, Brazil",San Jose State University,20.3736709999,3.52810210541
594,Lyndi Scholl,GS,5'10 ,"Kaneville, Ill",San Jose State University,22.6152107211,3.72052019051
595,Nandyala Gama,Sr,6'3,"Rio de Janeiro, Brazil",San Jose State University,23.4075394001,3.81088448783
596,Ryann Thomison,Fr,6'0,"Sacramento, Ca",San Jose State University,27.6060270136,6.15846561956
597,Summer Avery,Sr,5'11,"Tucscon, Az",San Jose State University,27.4986839374,4.66999666187
598,Thaliana Grajeda,So,6'0,"Clovis, Ca",San Jose State University,25.7947437346,4.08169689233
599,Aleksandra Djordjevic,Sr,6'0,"Belgrade, Serbia",Cal State Bakersfield,24.59624874,3.2858152707
600,Ally  Barber,R-So,6'0,"Maltby, Wa",Cal State Bakersfield,25.0,8.33333333333
601,Ashley Prater,So,5'7,"Glendale, Az",Cal State Bakersfield,25.0,8.33333333333
602,Bailey Smith,Fr,6'2,"Phoenix, Az",Cal State Bakersfield,16.1841693577,3.59169511623
603,Briannah Mariner,Jr,5'10,"Salt Lake City, Ut",Cal State Bakersfield,24.59624874,3.2858152707
604,Brooke Boiseau,Fr,6'1,"Scottsdale, Az",Cal State Bakersfield,23.2428779193,6.35813717158
605,Desiree Sukhov,Fr,6'0,"Murrieta Valley, Ca",Cal State Bakersfield,24.8759841996,3.4063496106
606,Emily Hansen,Fr,5'10,"Bakersfield, Ca",Cal State Bakersfield,21.2274911178,3.48137719769
607,Emily Lopes,Sr,5'7,"Bakersfield, Ca",Cal State Bakersfield,23.3028358206,3.05984924065
608,Fabina Andrade,Sr,5'7,"Sao Paulo, Brazil",Cal State Bakersfield,25.0,8.33333333333
609,Hannah Manzanares,Jr,5'7,"Phoenix, Az",Cal State Bakersfield,20.8065694537,5.89889975584
610,Haylee Roberts,R-Sr,6'2,"Bakersfield, Ca",Cal State Bakersfield,25.0,8.33333333333
611,Kayla Tinker,So,5'9,"San Clemente, Ca",Cal State Bakersfield,13.0699451229,5.48798695202
612,Krista Hernandez,Fr,5'5,"Culver City, Ca",Cal State Bakersfield,15.2789415952,4.34930855938
613,Madi Busler,So,5'11,"Aurora, Co",Cal State Bakersfield,25.0,8.33333333333
614,Marina Sanches,R-Jr,6'3,"Sao Paulo, Brazil",Cal State Bakersfield,25.0,8.33333333333
615,Mattison Degarmo,Jr,6'3,"Castle Rock, Co",Cal State Bakersfield,23.3028358206,3.05984924065
616,Sarah Garrow,So,5'10,"Vancouver, Wa",Cal State Bakersfield,24.6157961335,3.24628300281
617,Sydney Haynes,GS,6'2,"Vancouver, Wa",Cal State Bakersfield,21.2274911178,3.48137719769
618,Sydney Wicks,R-Jr,5'8,"Aurora, Co",Cal State Bakersfield,16.6504207507,4.90362178659
619,Tasha Skabelund,Fr,6'0,"Stevenson Ranch, Ca",Cal State Bakersfield,25.0,8.33333333333
620,Allison Beckman,Jr,,"Apex, NC",College of Charleston,30.3951704107,3.04030370276
621,Brittany Velez,Sr,,"Mt Pleasant, S.C.",College of Charleston,26.1024885521,7.88530016977
622,Devon Rachel,Jr,,"Louisville, Ky",College of Charleston,25.7301958602,2.74990391292
623,Ella Ridinger,Fr,,"Glen Ellyn, Ill",College of Charleston,25.0,8.33333333333
624,Jane Feddersen,Sr,,"Leesburg, Va",College of Charleston,25.0,8.33333333333
625,Katja Ehlers,So,,"Raleigh, NC",College of Charleston,23.8176031341,3.11931994901
626,Kennedy Madison,Jr,,"Evansville, Ind",College of Charleston,28.1333577212,2.72922384531
627,Krissy Mummey,Sr,,"Hudson, Oh",College of Charleston,23.9066173743,3.1667383584
628,Lauren Hollman,Sr,5'10,"Union, Ky",College of Charleston,25.0,8.33333333333
629,Lauren Freed,So,,"Troy, Oh",College of Charleston,30.3951704107,3.04030370276
630,Logan Manusky,Fr,,"San Diego, Ca",College of Charleston,29.770874101,2.89741798247
631,Mandy Napierala,So,,"Irondequoit, N.Y.",College of Charleston,25.0,8.33333333333
632,Mckala Rhodes,Jr,,"Charleston, SC",College of Charleston,25.7827343987,2.78138210945
633,Megan Morris,Jr,,"Mt Pleasant, S.C.",College of Charleston,25.0,8.33333333333
634,Meghan Murphy,So,,"Orange, Ca",College of Charleston,25.0,8.33333333333
635,Natalie Tucker,Sr,,"Isle of Palms, S.C.",College of Charleston,25.0,8.33333333333
636,Peyton Eisnaugle,So,,"Dallas, Tx",College of Charleston,25.0,8.33333333333
637,Riana  Brennan,Sr,,"Los Gatos, Ca",College of Charleston,28.1333577212,2.72922384531
638,Taylor Foley,Jr,,"Agoura Hills, Ca",College of Charleston,29.5958062001,2.91514975112
639,Anna Grauel,Jr,6'0,"Montclair, Va",UNC Wilmington,29.6068703984,7.40865321947
640,Brynn Montgomery,Fr,6'0,"Fort Collins, Co",UNC Wilmington,23.3677969497,2.91853315444
641,Cassie Thompson,Fr,5'7,"Brown Summit, N.C.",UNC Wilmington,25.0,8.33333333333
642,Courtney Mullinax,Jr,5'5,"Wilmington, N.C.",UNC Wilmington,23.7957923866,2.98644784536
643,Elena Turnbull,Fr,5'10,"Salisbury, N.C.",UNC Wilmington,25.0,8.33333333333
644,Halle Hunt,Jr,5'11,"Greensboro, NC",UNC Wilmington,24.3936596465,2.89913664966
645,Jaime Thomas,Fr,6'0,"Hamilton, Ontario (Canada)",UNC Wilmington,24.1746369498,2.88968194033
646,Jazzell Mangosing,Fr,5'2,"Virginia Beach, Va",UNC Wilmington,25.0,8.33333333333
647,JM Lewandowski,Fr,6'0,"Hendersonville,Tn",UNC Wilmington,21.9340971964,2.98814171113
648,Kati Smith,So,5'9,"Raleigh, N.C.",UNC Wilmington,29.6068703984,7.40865321947
649,Katie McCullough,Jr,5'10,"Raleigh, NC",UNC Wilmington,25.2864283022,2.85386365925
650,Kyla Augustine,Fr,6'0,"St Charles, Ill",UNC Wilmington,30.5050760305,6.99086056656
651,Maddy Kline,Jr,6'1,"Palmyra, Va",UNC Wilmington,28.1601130599,2.85830890724
652,Nicole Lott,GS,5'11,"West Chester, Pa",UNC Wilmington,28.7386656218,2.82378034589
653,Raquel Rooney,So,5'7,"Raleigh, NC",UNC Wilmington,25.3455664626,2.7950274597
654,Reagan Evans,Fr,5'7,"Largo, Fl",UNC Wilmington,20.0180427344,6.92139721927
655,Sarah Kelly,Sr,6'0,"Raleigh, NC",UNC Wilmington,23.9880291556,3.07642179628
656,Allie Elson,Sr,5'6,"Woodstock, Ga",Georgia State,27.7918456985,3.68429175881
657,Amie  Held,GS,5'9,"Festus, Mo",Georgia State,29.9296700578,2.73969373801
658,Annika Van Gunst,GS,6'0,"Fayetteville, Ga",Georgia State,31.6606621656,2.62551001622
659,Ashley McGinn,Jr,5'9,"Sewell, NJ",Georgia State,23.5049226072,2.95796228444
660,Ashley Bauchert,Fr,5'9,"Allen, Tx",Georgia State,28.4257409019,5.23100751987
661,Brooke Weiner,Jr,5'11,"Ventura, Ca",Georgia State,32.10511681,2.64976113003
662,Eden Hawes,Fr,5'8,"Panama City Beach, Fl",Georgia State,28.692410458,3.27417535339
663,Georgia Johnson,So,5'11,"Brisbane, Queensland",Georgia State,31.3943488974,2.88002140683
664,Jessie Swaney,Sr,5'7,"McDonough, Ga",Georgia State,25.0,8.33333333333
665,Kate Novack,So,5'9,"Fort Wayne, Ind",Georgia State,25.7654573872,2.72460594984
666,Maddie Gordon,So,6'0,"Fort Worth, Tx",Georgia State,21.1154593646,5.11407645362
667,Mattie Johnson,Fr,5'7,"Tabor City, NC",Georgia State,28.6459552512,5.85290622017
668,Meagan McCall,Fr,5'7,"Phoenix, Az",Georgia State,29.2444335037,5.75556841741
669,Olivia Stasevich,So,5'8,"Canton, Ga",Georgia State,32.7148737016,2.99096752489
670,Rebekah Brodbeck,Fr,5'9,"San Antonio, Tx",Georgia State,24.1279866155,5.47406240432
671,Teegan Van Gunst,GS,6'0,"Fayetteville, Ga",Georgia State,30.2389200342,2.58990905677
672,Tiffany Creamer,GS,6'2,"Newnan, Ga",Georgia State,30.1096032618,2.6131433274
673,Abigail Moss,So,5'10,"Kennesaw, Ga",Mercer,25.0,8.33333333333
674,Amber Gibson,So,5'9,"Cypress, Tx",Mercer,22.7294333599,3.09362299096
675,Danielle Faust,Jr,5'11,"Reading, Pa",Mercer,25.0,8.33333333333
676,Elli Merchant,Fr,6'0,"Bedford, Tx",Mercer,28.073567482,3.33784652447
677,Elli Gibson,Fr,5'4,"Cincinnati, Oh",Mercer,18.773364789,3.57130256715
678,Emilee Wissmach,Fr,,"Savannah, Ga",Mercer,24.1609537123,4.12382959679
679,Gracie Garanich,Fr,5'10,"Maineville, Oh",Mercer,24.7876007383,3.16408673615
680,Jessica Johnson,Sr,5'10,"Oswego, Ill",Mercer,16.9843239727,3.38136616454
681,Kacy Ogden,Fr,5'9,"Alva, Fl",Mercer,20.2010510096,3.19350641661
682,Kylie Keeling,Fr,5'5,"Fresco, Tx",Mercer,23.9494605298,3.127658611
683,Lela Mcintosh,Sr,5'8,"Austin, Tx",Mercer,19.0305639109,3.68173340656
684,Madison Kerr,Sr,5'8,"Atlanta, Ga",Mercer,25.0,8.33333333333
685,Marina Chavez,Sr,6'0,"Guatemala City, Guatemala",Mercer,26.4856710569,3.37542675393
686,Sarah Stewart,Fr,,"Savannah, Ga",Mercer,20.3495588267,6.95497985393
687,Sophie Peel,Sr,5'10,"Portland, Ore",Mercer,20.2010510096,3.19350641661
688,Abbie Harry,So,6'0,"Frederick, Md",Central Arkansas,25.0,8.33333333333
689,Aly Brinkley,Fr,5'10,"Conway, Ar",Central Arkansas,18.115346839,3.57963390917
690,Brittany Whiting,Fr,5'6,"Austin, Tx",Central Arkansas,25.0,8.33333333333
691,Colene Hamilton,Fr,5'8,"Columbia,Ill",Central Arkansas,28.8494615553,3.78361405483
692,Delaney Driver,GS,5'9,"Wichita Falls, Tx",Central Arkansas,25.4815390258,3.14882079852
693,Hayley Tippett,Jr,6'0,"Roanoke, Tx",Central Arkansas,28.315344215,3.3529135511
694,Jessica Martinez,Jr,5'7,"Parker, Co",Central Arkansas,21.7747312038,3.41211699936
695,Kelsey Sager,Fr,5'10,"Wichita Falls, Tx",Central Arkansas,25.0,8.33333333333
696,Kimberly Schnars,Jr,5'8,"Downey, Ca",Central Arkansas,24.9960340328,4.31131220927
697,Kristine Hjembo,Jr,5'11,"Aalesund, Norway",Central Arkansas,28.8494615553,3.78361405483
698,Mackenzie  Dear,So,5'8,"Conway, Ark",Central Arkansas,23.2145738461,3.98749805822
699,MC Rogers,Sr,6'2,"Collierville, Tn",Central Arkansas,27.2616045659,3.27327440825
700,Megan Nash,Jr,6'0,"Oakville, Canada",Central Arkansas,28.315344215,3.3529135511
701,Shelby Holmes,GS,6'0,"Lawrence, Tx",Central Arkansas,23.2145738461,3.98749805822
702,Stephanie Pollnow,Sr,6'0,"Beebe, Ark",Central Arkansas,24.0225955679,3.78462802231
703,Ali Svorinic,Sr,5'7,"Scottsdale, Az",Colorado Mesa,25.0,8.33333333333
704,Ara Norwood,Fr,5'6,"Ridgway, Co",Colorado Mesa,13.9119387299,5.83087053673
705,Ashton Reese,Fr,6'1,"Eaton, Co",Colorado Mesa,25.0,8.33333333333
706,Hailey Crane,So,6'0,"Bothell, Wash",Colorado Mesa,12.388100779,5.51142370298
707,Hana Peterman,Jr,5'9,"Tucson, Az",Colorado Mesa,12.8441491215,5.56709349759
708,Julia Baskin,So,6'0,"Arvada, Co",Colorado Mesa,24.3404122722,8.01290025378
709,Kasie Gilfert,R-Fr,6'0,"Aurora, Co",Colorado Mesa,15.2575720738,5.84743142275
710,Katie Scherr,So,6'0,"Bismarck, N.D.",Colorado Mesa,13.6466171073,5.49958699961
711,Lindy Dixon,So,5'9,"Eaton, Co",Colorado Mesa,12.388100779,5.51142370298
712,Megan Gianinetti,Sr,6'0,"Carbondale, Co",Colorado Mesa,12.8441491215,5.56709349759
713,Natalee Todd,Jr,5'9,"Bismarck, N.D.",Colorado Mesa,13.9303741551,5.84107134987
714,Rachael Perrine,Fr,5'11,"Aurora, Co",Colorado Mesa,25.0,8.33333333333
715,Samantha Ritter,So,5'10,"Tinley Park, Ill",Colorado Mesa,14.9494981409,5.74801018329
716,Taylor Woods,Jr,5'4,"Glendale, Az",Colorado Mesa,13.6466171073,5.49958699961
717,Bethany Salapek,Fr,5'3,"Raleigh, NC",Jacksonville,21.9709964954,3.95905444899
718,Cristina Finan,Sr,5'9,"Weston, Fl",Jacksonville,20.5179247637,4.51244559278
719,Forfeit  1,,,,Jacksonville,15.6968313708,6.85104639236
720,Forfeit  2,,,,Jacksonville,21.4189983485,7.53044422061
721,Hannah Marchand,Fr,5'11,"Sturgis, Mi",Jacksonville,19.6981658431,5.02466694389
722,Katie Krawczyk,Jr,5'8,"Ovledo, Fl",Jacksonville,25.2315409975,3.22885946684
723,Kendall Murr,Fr,5'9,"Yorktown, In",Jacksonville,24.3813358412,7.99376807671
724,Lauren Petersen,Jr,5'11,"Liberty, Mo",Jacksonville,11.3945240224,3.8751083116
725,Mackenzie Swan,Sr,5'10,"Colorado Springs, Co",Jacksonville,24.4344516263,3.59180479266
726,Madison  Rayam,Fr,5'10,"Alabaster, Al",Jacksonville,25.0,8.33333333333
727,Mallory Mattingly,So,"5'10""","Sanford, Fla. / Seminole",Jacksonville,15.3813541261,3.97457570254
728,Morgan Dees,So,5'7,"Marietta, Ga",Jacksonville,22.0818899915,3.43198874661
729,Olga Nushtayeva,Sr,5'11,"Palm Coast, Fl",Jacksonville,25.0,8.33333333333
730,Savannah Siegrist,Fr,5'9,"Davidsonville, Md",Jacksonville,25.5279616761,3.28566644954
731,Shaylee Befus,,5'7,"Brighton, Co",Jacksonville,19.8734484453,3.3212275324
732,Shelby Babowicz,Sr,5'8,"Hollywood, Fl",Jacksonville,21.0791877885,3.41245264564
733,Tori Reiser,So,5'7,"Weston, Fl",Jacksonville,11.205151664,5.32100324684
734,Vanessa Richards,So,5'8,"Marietta, Ga",Jacksonville,25.0,8.33333333333
735,Blaire Register,,,,UNF,28.9465919354,6.26411157218
736,Britney Krueger,So,5'8,"Fort Walton Beach, Fl",UNF,25.0,8.33333333333
737,Brittany Pase,R-Jr,5'9,"Crestview, Fl",UNF,23.7517359636,3.17067369411
738,Callie Workman,Fr,5'7,"Tallahassee, Fl",UNF,21.3749384132,3.36215597177
739,Carina Hoff,R-Sr,6'2,"Eustis, Fl",UNF,24.3621484726,3.16848529412
740,Carolyn Cain,Fr,5'9,"Purcellville, Va",UNF,29.7838962982,3.76170967238
741,Casey Justice,Fr,5'8,"Panama City Beach, Fl",UNF,24.2591987296,3.00685556279
742,Chaney Howard,Jr,5'7,"St. Cloud, Fl",UNF,27.7921073641,2.81580662953
743,Courtney Miller,R-Jr,5'10,"Waxahachie, Tx",UNF,31.7360634586,3.09429451217
744,Gabby O'Connell,So,6'0,"Gainesville, Fl",UNF,25.0,8.33333333333
745,Leah Maloney,So,6'0,"Cincinnati, Oh",UNF,25.0,8.33333333333
746,Madilyn McCarty,So,6'0,"Springfield, Ill",UNF,31.3641580106,2.87992602738
747,Mallory Waggoner,GS,6'0,"Sarasota, Fl",UNF,27.8381151407,4.19563701357
748,Marissa Rogers,Fr,5'7,"Crestview, Fl",UNF,27.1756357351,6.85171750436
749,Nicole DeBolt,Jr,5'7,"Ocala, Fl",UNF,29.4389304038,2.89748614414
750,Sadie Thurston,Sr,5'11,"Ponte Vedra, Fl",UNF,26.5113647989,7.84912614517
751,Taryn Griffey,So,6'1,"Wildwood, Mo",UNF,27.7921073641,2.81580662953
752,Alex Kells,Fr,6'0,"Burlington, Ontario, Canada",UAB,21.170581288,7.39523704967
753,Alyssa Kirkman,Jr,5'11,"Naperville, Ill",UAB,25.0,8.33333333333
754,Annie Pringle,R-So,5'11,"Victoria, BC, Canada",UAB,20.1787376447,4.40659856176
755,Avei Logoleo,Sr,5'9,"Nashville, Tn",UAB,23.8741262623,3.25707301717
756,Avery Hoven,R-Sr,5'11,"Hoover, Al",UAB,25.0,8.33333333333
757,Bethany Whitenton,Fr,5'9,"Gainesville, Ga",UAB,25.0,8.33333333333
758,Brittney Munro,So,6'4,"Cypress, Tx",UAB,25.0,8.33333333333
759,Devon May,GS,5'9,"Roberts Creek, BC, Canada",UAB,28.3302010721,3.15180095761
760,Emily Martinez,Jr,5'8,"San Antonio, Tx",UAB,24.1577980382,3.3656482511
761,Erin Bognar,GS,6'2,"St Louis, Mo",UAB,18.3815227961,3.34110440551
762,Gabbi Moreno,Sr,5'10,"Houston, Tx",UAB,22.0268626782,3.36695062539
763,Haley Jared,Sr,5'11,"Hartselle, Al",UAB,20.0537341489,4.0116574932
764,Kaylee McClure,Fr,5'6,"Kennesaw, Ga",UAB,23.5300549608,3.49158645689
765,Kenley Adams,So,6'0,"Panama City, Fl",UAB,27.6977020651,3.13514442994
766,Morgan Smith,So,5'7,"Cincinnati, Oh",UAB,25.0,8.33333333333
767,Rachel Evans,Jr,5'8,"St. Petersburg, Fl",UAB,28.3588391982,7.70783264116
768,Sallianne Napolitano,Fr,,"Bordentown Township, N.J.",UAB,27.2068194609,3.38617035924
769,Tressa Buckland,Jr,5'10,"Park City, Ut",UAB,28.8805869224,3.34407126614
770,Alanya Ryan,Fr,5'11,"Fort Myers, Fl",FGCU,20.8921511644,3.96742562167
771,Amanda Carroll,Jr,5'10,"Albuquerque, NM",FGCU,25.3755220933,3.21414060276
772,Ashley Glickert,Sr,5'10,"Chesterfield, Mo",FGCU,30.7485128723,3.43701765155
773,Courtney VanLiew,Fr,5'11,"Seymour, In",FGCU,18.7563737645,5.26591707911
774,Giovanna Borgiotti,So,5'10,"Vienna, Va",FGCU,30.7485128723,3.43701765155
775,Kaitlan Krivdo,Jr,6'0,"Hope Mills, NC",FGCU,18.1335020083,3.35786181217
776,Karissa Rhoades,Jr,5'11,"Valrico, Fl",FGCU,27.4269727844,3.31596894194
777,Katherine Puisis,Jr,5'11,"Mason, Oh",FGCU,25.197028315,3.39523576682
778,Kayla Whetstone,Fr,5'8,"Arlington, Tx",FGCU,27.3583666645,3.01385380485
779,Kellie Pernula,Jr,5'7,"Plant City, Fl",FGCU,29.6313122847,6.08131854341
780,Mackenzie Allen,Sr,5'10,"Naples, Fl",FGCU,25.3755220933,3.21414060276
781,Snowy Burnam,Fr,5'11,"Palm City, Fl",FGCU,27.3583666645,3.01385380485
782,Ashley Clingan,Jr,5'5,"Jacksonville, Al",Jacksonville State,26.6530966743,4.86591149528
783,Bethany Randall,Fr,5'10,"Seffner, Fl",Jacksonville State,17.8230193553,3.89788376042
784,Charis Ludtke,Sr,5'11,"Hamburg, Germany",Jacksonville State,24.5051975932,5.00622050892
785,Grace Jarnagin,Fr,5'9,"Mill Creek, Wa",Jacksonville State,17.1841542495,3.6253683161
786,Hailey Hughes,So,5'8,"Bloomfield Hills, Mi",Jacksonville State,20.1602992907,3.6218138466
787,Hannah Kirk,Sr,5'3,"Katy, Tx",Jacksonville State,14.5942961993,3.86032411613
788,Katie Will,Jr,5'6,"Clearwater, Fl",Jacksonville State,19.2336354877,3.83390127583
789,Kayla Frear,So,6'3,"Colorado Springs, Co",Jacksonville State,22.8889926539,5.74776789249
790,Kaylie Milton,Fr,5'11,"Fullerton, Ca",Jacksonville State,19.2759456637,4.45372423748
791,Kim Krutsinger,R-So,6'2,"Colorado Springs, Co",Jacksonville State,22.6428726939,7.58529761872
792,Mackenzie Rombach,Jr,6'1,"Ottawa, Ill",Jacksonville State,17.8354567787,6.37165867094
793,Maddie Cloutier,So,5'6,"Brighton, Co",Jacksonville State,9.11691922911,3.89728181945
794,Madison Cooler,Fr,5'8,"Ridgeland, SC",Jacksonville State,25.0,8.33333333333
795,Rachel Perucki,So,5'6,"Tomball, Tx",Jacksonville State,25.0,8.33333333333
796,Sadie Anderson,So,6'0,"Phoenix, Az",Jacksonville State,19.0877608876,3.94975503586
797,Sam Bogdan,Fr,5'9,"New Port Richey, Fl",Jacksonville State,19.0148493466,5.77578565748
798,Shayla Schmidt,So,6'0,"Peoria, Az",Jacksonville State,22.3732422713,3.66271783043
799,Ally Carr,Fr,5'7,"Ontario, Canada",New Orleans,22.7277733298,3.6699603289
800,Blessings Dunn,Jr,"5'8""","Jacksonville, Ala. / Jacksonville HS",New Orleans,23.5950059224,3.75373090725
801,Brianna Vega,So,5'10,"San Antonio, Tx",New Orleans,22.0701911234,3.24014579909
802,Cara Sander,R-Sr,6'0,"Wiesbaden, Germany",New Orleans,24.4887523742,3.52051398035
803,Jordan Schumacher,Fr,5'9,"Gilbert, Az",New Orleans,23.3298465083,3.28237673411
804,Kaitlyn Grice,Jr,6'2,"Valrico, Fl",New Orleans,23.7021614032,3.19092655563
805,Madison Miller,Jr,5'6,"Granbury, Tx",New Orleans,20.8298582024,3.94539004945
806,Manela Grau,Jr,5'6,"Valencia, Spain",New Orleans,25.0,8.33333333333
807,Maxine Walsh,Fr,5'11,"Leonia, New Jersey",New Orleans,23.0318228306,3.97799634583
808,Rachel Kuhn,So,5'6,"El Cajon, Ca",New Orleans,24.9911930754,3.5151239033
809,Rhyan  Rand,So,"5'7""","Lindale, Texas / Lindale HS",New Orleans,24.8898822062,4.94156311977
810,Veronica Corcoran,So,5'10,"Closter, Nj",New Orleans,21.8234867531,3.57840666177
811,Victoria Corcoran,So,5'10,"Closter, Nj",New Orleans,23.8084525762,3.52175949257
812,Abigail O'Ferrell,Jr,5'11,"Labelle, Fl",Eckerd,21.3077906097,7.69067403914
813,Arielle Erillo,Jr,5'3,"Lake Worth, Fl",Eckerd,18.1263657119,6.9459795939
814,Fernanda  Reis,So,5'11,"Rio de Janeiro, Brazil",Eckerd,23.5429611537,7.81587738121
815,Jordan Duffy,Fr,5'8,"Palm Harbor, Fl",Eckerd,16.0774709811,6.50226746215
816,Kaitlyn Sibson,Sr,5'8,"Tampa, Fl",Eckerd,21.8916773697,7.77436334977
817,Kali Boatwright,So,5'10,"Lakeland, Fl",Eckerd,19.5657272947,7.02438985876
818,Mackenzie Redner,Sr,6'0,"Truckee, Ca",Eckerd,14.0817803011,6.11850952723
819,Madison  Whiting,Sr,6'0,"Lithia, Fl",Eckerd,19.2412786975,7.28948777502
820,Paula Hoffman,Fr,5'9,"Rio de Janeiro, Brazil",Eckerd,21.8916773697,7.77436334977
821,Rachel Cornatzer,Jr,5'10,"Oldsmar, Fl",Eckerd,16.4178856383,6.5111687528
822,Samantha Bevilacqua,Fr,5'10,"Newfield, N.J.",Eckerd,25.0,8.33333333333
823,Savanna Cary,Sr,5'9,"Boynton Beach, Fl",Eckerd,14.0817803011,6.11850952723
824,Stephanie Bogda,Jr,5'7,"Levittown, NY",Eckerd,16.9804253591,6.64934926149
825,Allison Weimer,Fr,5'10,"Covington, La",Spring Hill College,22.7609016588,7.46687545115
826,Angela McClain,R-Fr,5'10,"New Orleans, La",Spring Hill College,25.0,8.33333333333
827,Brittany  Bilotti,So,5'6,"Miami, Fl",Spring Hill College,17.4563763522,6.41439812683
828,Caroline Herrera,Jr,5'9,"Austin, Tx",Spring Hill College,14.7740252188,6.17743118612
829,Cassidi Sterrett,R-Fr,5'7,"Lee's Summit, Mo",Spring Hill College,25.0,8.33333333333
830,Catherine Milwee,Sr,5'6,"Mobile, Al",Spring Hill College,15.2461026442,6.19538399073
831,Emily Greim,Jr,5'9,"McKinney, Tx",Spring Hill College,13.9956682075,6.01526523288
832,Emily Sullivan,R-Fr,5'9,"Chicago, Ill",Spring Hill College,16.6661955114,6.24122768382
833,Emmarose Neibert,So,5'7,"Arnold, Mo",Spring Hill College,16.6661955114,6.24122768382
834,Julie Vujnovich,Sr,5'9,"Belle Chasse, La",Spring Hill College,15.7137670946,6.20788837722
835,Katie Beth Gammon,Jr,5'8,"Plano, Tx",Spring Hill College,25.0,8.33333333333
836,Landen Lake,R-Fr,5'0,"Tuscaloosa, Al",Spring Hill College,25.0,8.33333333333
837,Mary Keller,Fr,6'0,"Kansas City, Mo",Spring Hill College,25.0,8.33333333333
838,Morgan Eiland,Jr,6'2,"Mobile, Al",Spring Hill College,25.0,8.33333333333
839,Paige Pappas,Fr,5'11,"Chicago, Ill",Spring Hill College,25.0,8.33333333333
840,Patty Blood,So,5'11,"Cincinnati, Oh",Spring Hill College,25.0,8.33333333333
841,Payton Gidney,So,5'9,"Grapevine, Tx",Spring Hill College,13.7121816769,5.80304890358
842,Rebecca Moore,Fr,5'6,"Grand Bay, Al",Spring Hill College,25.0,8.33333333333
843,Ryann Horkavy,Fr,5'11,"Chicago, Ill",Spring Hill College,25.0,8.33333333333
844,Sarah Senft,So,5'10,"Spring Grove, Pa",Spring Hill College,17.4563763522,6.41439812683
845,Taylor Hurst,So,5'11,"Gulf Shores, Al",Spring Hill College,15.2458937816,6.32120191918
846,Abby Struewing,Fr,5'5,"Lebanon, Oh",Carson-Newman,14.7978852006,5.99488347221
847,Aryana Fazelnia,Fr,5'8,"Weston, Fl",Carson-Newman,13.2402969591,5.83239168713
848,Catherine Cook,Sr,5'4,"Morristown, Tn",Carson-Newman,15.0090414129,6.38839784551
849,Gabrielle Bailey,Sr,5'8,"Pompano Beach, Fl",Carson-Newman,18.0196093411,6.72616549413
850,Grace Seymour,Fr,5'10,"Hudson, Fl",Carson-Newman,18.9995943103,6.5818072063
851,Kelly Hughes,So,5'8,"Woodbridge, Va",Carson-Newman,14.6002527085,5.96215619915
852,Lauren Williams,Fr,5'7,"Carrollton, Ga",Carson-Newman,17.7211335755,6.85537822448
853,Lexi Headley,Fr,5'7,"Sharps Chapel, Tn",Carson-Newman,15.0090414129,6.38839784551
854,Lexie Acevedo,Fr,5'7,"Newport, Tn",Carson-Newman,25.0,8.33333333333
855,Micah Depetro,Fr,6'0,"Knoxville, Tn",Carson-Newman,14.7978852006,5.99488347221
856,Micah Palmer,Fr,5'7,"White Pine, Tn",Carson-Newman,18.0196093411,6.72616549413
857,Montgomery Sauter,Fr,5'4,"Columbia, S.C.",Carson-Newman,13.2402969591,5.83239168713
858,Morgan Harlan,Sr,6'2,"Ladera Ranch, Ca",Carson-Newman,14.1510264955,5.91003301601
859,Summer Coulter,Fr,5'7,"El Paso, Tx",Carson-Newman,14.2008374989,5.86980282187
860,Aleksandra Djuric,Sr,5'11,"Belgrade, Serbia",Coastal Carolina,20.899517757,3.53182919491
